controller_url,controller_file,resource_name
/src/main/java/com/wti/admin/cmn/bizMng/ctrl/BizAgrmSttnController.java,BizAgrmSttnController.java,BizAgrmSttnService
/src/main/java/com/wti/admin/cmn/bizMng/ctrl/BizBscsSttnController.java,BizBscsSttnController.java,BizBscsSttnService
/src/main/java/com/wti/admin/cmn/bizMng/ctrl/DfmnAplyInfoController.java,DfmnAplyInfoController.java,DfmnAplyInfoService
/src/main/java/com/wti/admin/cmn/bizMng/ctrl/DfmnAplyRegController.java,DfmnAplyRegController.java,DfmnAplyRegService
/src/main/java/com/wti/admin/cmn/bizMng/ctrl/DfmnAplySttnController.java,DfmnAplySttnController.java,DfmnAplySttnService
/src/main/java/com/wti/admin/cmn/bizMng/ctrl/OtcmEvalSttnController.java,OtcmEvalSttnController.java,OtcmEvalSttnService
/src/main/java/com/wti/admin/cmn/pop/ctrl/ChrgrChcController.java,ChrgrChcController.java,chrgrChcService
/src/main/java/com/wti/admin/cmn/pop/ctrl/ExcelFileUpldController.java,ExcelFileUpldController.java,excelFileUpldService
/src/main/java/com/wti/admin/cmn/pop/ctrl/MbrInqrController.java,MbrInqrController.java,MbrInqrService
/src/main/java/com/wti/admin/cmn/pop/ctrl/RlorgChcController.java,RlorgChcController.java,rlorgChcService
/src/main/java/com/wti/admin/cmn/pop/ctrl/SchInfoListController.java,SchInfoListController.java,schInfoListService
/src/main/java/com/wti/admin/cmn/proc/pr0111/ctrl/PR0111ProcController.java,PR0111ProcController.java,pr0111RceptRceptBatchProcServie
/src/main/java/com/wti/admin/cmn/proc/pr0111/ctrl/PR0111ProcController.java,PR0111ProcController.java,pr0111RceptReturnBatchProcServie
/src/main/java/com/wti/admin/cmn/proc/pr0111/ctrl/PR0111ProcController.java,PR0111ProcController.java,pr0111ReceptReturnTranProcService
/src/main/java/com/wti/admin/cmn/proc/pr0111/ctrl/PR0111ProcController.java,PR0111ProcController.java,pr0111ReceptAdtmModTranProcService
/src/main/java/com/wti/admin/cmn/proc/pr0111/ctrl/PR0111ProcController.java,PR0111ProcController.java,pr0111ReturRewriteTranProcService
/src/main/java/com/wti/admin/cmn/proc/pr0111/ctrl/PR0111ProcController.java,PR0111ProcController.java,pr0111ReturnCancelTranProcService
/src/main/java/com/wti/admin/cmn/proc/pr0121/ctrl/PR0121ProcController.java,PR0121ProcController.java,pr0121QualfTagetRceptCancelBatchProcService
/src/main/java/com/wti/admin/cmn/proc/pr0121/ctrl/PR0121ProcController.java,PR0121ProcController.java,pr0121QualfTagetRceptBatchProcService
/src/main/java/com/wti/admin/cmn/proc/pr0121/ctrl/PR0121ProcController.java,PR0121ProcController.java,pr0121RceptReturnBatchProcServie
/src/main/java/com/wti/admin/cmn/proc/pr0121/ctrl/PR0121ProcController.java,PR0121ProcController.java,pr0121QualfExmntCancelBatchProcService
/src/main/java/com/wti/admin/cmn/proc/pr0122/ctrl/PR0122ProcController.java,PR0122ProcController.java,pr0122DocmntExmntOkBatchProcService
/src/main/java/com/wti/admin/cmn/proc/pr0122/ctrl/PR0122ProcController.java,PR0122ProcController.java,pr0122DocmntExmntRceptCancelBatchProcService
/src/main/java/com/wti/admin/cmn/proc/pr0122/ctrl/PR0122ProcController.java,PR0122ProcController.java,pr0122DocmntExmntOkTranProcService
/src/main/java/com/wti/admin/cmn/proc/pr0122/ctrl/PR0122ProcController.java,PR0122ProcController.java,pr0122DocmntExmntSaveTranProcService
/src/main/java/com/wti/admin/cmn/proc/pr0122/ctrl/PR0122ProcController.java,PR0122ProcController.java,pr0122DocmntExmntRecptCancelTranProcService
/src/main/java/com/wti/admin/cmn/proc/pr0123/ctrl/PR0123ProcController.java,PR0123ProcController.java,pr0123QualfExmntCancelBatchProcService
/src/main/java/com/wti/admin/cmn/proc/pr0123/ctrl/PR0123ProcController.java,PR0123ProcController.java,pr0123QualfExmntNoFitBatchProcService
/src/main/java/com/wti/admin/cmn/proc/pr0123/ctrl/PR0123ProcController.java,PR0123ProcController.java,pr0123QualfExmntSaveTranProcService
/src/main/java/com/wti/admin/cmn/proc/pr0123/ctrl/PR0123ProcController.java,PR0123ProcController.java,pr0123QualfExmntOkTranProcService
/src/main/java/com/wti/admin/cmn/proc/pr0123/ctrl/PR0123ProcController.java,PR0123ProcController.java,pr0123QualfExmntReturnTranProcService
/src/main/java/com/wti/admin/cmn/proc/pr0123/ctrl/PR0123ProcController.java,PR0123ProcController.java,pr0123QualfExmntCancelTranProcService
/src/main/java/com/wti/admin/cmn/proc/pr0123/ctrl/PR0123ProcController.java,PR0123ProcController.java,pr0123QualfExmntNoFitTranProcService
/src/main/java/com/wti/admin/cmn/proc/pr0127/ctrl/PR0127ProcController.java,PR0127ProcController.java,pr0127Presentn127OkBatchProcServie
/src/main/java/com/wti/admin/cmn/proc/pr0127/ctrl/PR0127ProcController.java,PR0127ProcController.java,pr0127Presentn127ReturnBatchProcServie
/src/main/java/com/wti/admin/cmn/proc/pr0127/ctrl/PR0127ProcController.java,PR0127ProcController.java,pr0127Presentn127ReturnTranProcService
/src/main/java/com/wti/admin/cmn/proc/pr0127/ctrl/PR0127ProcController.java,PR0127ProcController.java,pr0127Presentn127CancelBatchProcServie
/src/main/java/com/wti/admin/cmn/proc/pr0127/ctrl/PR0127ProcController.java,PR0127ProcController.java,pr0127New127CancelBatchProcServie
/src/main/java/com/wti/admin/cmn/proc/pr0128/ctrl/PR0128ProcController.java,PR0128ProcController.java,pr0128NewConfirmBatchProcServie
/src/main/java/com/wti/admin/cmn/proc/pr0129/ctrl/PR0129ProcController.java,PR0129ProcController.java,pr0129PresentnOkBatchProcServie
/src/main/java/com/wti/admin/cmn/proc/pr0129/ctrl/PR0129ProcController.java,PR0129ProcController.java,pr0129PresentnReturnBatchProcServie
/src/main/java/com/wti/admin/cmn/proc/pr0129/ctrl/PR0129ProcController.java,PR0129ProcController.java,pr0129PresentnReturnTranProcService
/src/main/java/com/wti/admin/cmn/proc/pr0129/ctrl/PR0129ProcController.java,PR0129ProcController.java,pr0129ComptCancelTranProcService
/src/main/java/com/wti/admin/cmn/proc/pr0129/ctrl/PR0129ProcController.java,PR0129ProcController.java,pr0129ReturnCancelTranProcService
/src/main/java/com/wti/admin/cmn/proc/pr0130/ctrl/PR0130ProcController.java,PR0130ProcController.java,pr0130AgremExmntOkBatchProcServie
/src/main/java/com/wti/admin/cmn/proc/pr0130/ctrl/PR0130ProcController.java,PR0130ProcController.java,pr0130AgremExmntReturnTranProcService
/src/main/java/com/wti/admin/cmn/proc/pr0211/ctrl/PR0211ProcController.java,PR0211ProcController.java,pr0211ExmntOkBatchProcServie
/src/main/java/com/wti/admin/cmn/proc/pr0211/ctrl/PR0211ProcController.java,PR0211ProcController.java,pr0211ComptCancelBatchProcServie
/src/main/java/com/wti/admin/cmn/proc/pr0211/ctrl/PR0211ProcController.java,PR0211ProcController.java,pr0211ExmntReturnBatchProcServie
/src/main/java/com/wti/admin/cmn/proc/pr0211/ctrl/PR0211ProcController.java,PR0211ProcController.java,pr0211ExmntReturnTranProcService
/src/main/java/com/wti/admin/cmn/proc/pr0214/ctrl/PR0214ProcController.java,PR0214ProcController.java,pr0214ExmntSaveTranProcService
/src/main/java/com/wti/admin/cmn/proc/pr0214/ctrl/PR0214ProcController.java,PR0214ProcController.java,pr0214ExmntOkBatchProcServie
/src/main/java/com/wti/admin/cmn/proc/pr0214/ctrl/PR0214ProcController.java,PR0214ProcController.java,pr0214ExmntOkTranProcServie
/src/main/java/com/wti/admin/cmn/proc/pr0214/ctrl/PR0214ProcController.java,PR0214ProcController.java,pr0214ExmntReturnBatchProcServie
/src/main/java/com/wti/admin/cmn/proc/pr0214/ctrl/PR0214ProcController.java,PR0214ProcController.java,pr0214ExmntReturnTranProcService
/src/main/java/com/wti/admin/cmn/proc/pr0214/ctrl/PR0214ProcController.java,PR0214ProcController.java,pr0214LastComptCancelTranProcService
/src/main/java/com/wti/admin/cmn/proc/pr0214/ctrl/PR0214ProcController.java,PR0214ProcController.java,pr0214ReturnCancelTranProcService
/src/main/java/com/wti/admin/cmn/proc/pr0220/ctrl/PR0220ProcController.java,PR0220ProcController.java,pr0220ExmntOkBatchProcServie
/src/main/java/com/wti/admin/cmn/proc/pr0220/ctrl/PR0220ProcController.java,PR0220ProcController.java,pr0220ExmntReturnBatchProcServie
/src/main/java/com/wti/admin/cmn/proc/pr0220/ctrl/PR0220ProcController.java,PR0220ProcController.java,pr0220ExmntReturnTranProcService
/src/main/java/com/wti/admin/cmn/proc/pr0220/ctrl/PR0220ProcController.java,PR0220ProcController.java,pr0220ComptCancelTranProcService
/src/main/java/com/wti/admin/cmn/proc/pr0221/ctrl/PR0221ProcController.java,PR0221ProcController.java,pr0221NewSaveTranProcService
/src/main/java/com/wti/admin/cmn/proc/pr0221/ctrl/PR0221ProcController.java,PR0221ProcController.java,pr0221NewComptTranProcService
/src/main/java/com/wti/admin/cmn/proc/pr0221/ctrl/PR0221ProcController.java,PR0221ProcController.java,pr0221WritingSaveTranProcService
/src/main/java/com/wti/admin/cmn/proc/pr0221/ctrl/PR0221ProcController.java,PR0221ProcController.java,pr0221WritingComptTranProcService
/src/main/java/com/wti/admin/cmn/proc/pr0221/ctrl/PR0221ProcController.java,PR0221ProcController.java,pr0221WritingDeleteTranProcService
/src/main/java/com/wti/admin/cmn/proc/pr0221/ctrl/PR0221ProcController.java,PR0221ProcController.java,pr0221ComptCancelTranProcService
/src/main/java/com/wti/admin/cmn/proc/pr0221/ctrl/PR0221ProcController.java,PR0221ProcController.java,pr0221ComptDeleteTranProcService
/src/main/java/com/wti/admin/cmn/proc/pr0223/ctrl/PR0223ProcController.java,PR0223ProcController.java,pr0223ExamComptTranProcService
/src/main/java/com/wti/admin/cmn/proc/pr0223/ctrl/PR0223ProcController.java,PR0223ProcController.java,pr0223ExamReturnTranProcService
/src/main/java/com/wti/admin/cmn/proc/pr0223/ctrl/PR0223ProcController.java,PR0223ProcController.java,pr0223ExamDeleteTranProcService
/src/main/java/com/wti/admin/cmn/proc/pr0223/ctrl/PR0223ProcController.java,PR0223ProcController.java,pr0223ComptCancelTranProcService
/src/main/java/com/wti/admin/cmn/proc/pr0223/ctrl/PR0223ProcController.java,PR0223ProcController.java,pr0223ComptDeleteTranProcService
/src/main/java/com/wti/admin/cmn/proc/pr0223/ctrl/PR0223_LProcController.java,PR0223_LProcController.java,pr0223ComptLExamComptTranProcService
/src/main/java/com/wti/admin/cmn/proc/pr0223/ctrl/PR0223_LProcController.java,PR0223_LProcController.java,pr0223ComptLExamReturnTranProcService
/src/main/java/com/wti/admin/cmn/proc/pr0223/ctrl/PR0223_LProcController.java,PR0223_LProcController.java,pr0223ComptLCancelTranProcService
/src/main/java/com/wti/admin/cmn/proc/pr0223/ctrl/PR0223_LProcController.java,PR0223_LProcController.java,pr0223ComptLDeleteTranProcService
/src/main/java/com/wti/admin/cmn/proc/pr0223/ctrl/PR0223_LProcController.java,PR0223_LProcController.java,pr0223ComptLSaveTranProcService
/src/main/java/com/wti/admin/cmn/proc/pr0223/ctrl/PR0223_LProcController.java,PR0223_LProcController.java,pr0223ExamLComptTranProcService
/src/main/java/com/wti/admin/cmn/proc/pr0223/ctrl/PR0223_LProcController.java,PR0223_LProcController.java,pr0223ExamLReturnTranProcService
/src/main/java/com/wti/admin/cmn/proc/pr0223/ctrl/PR0223_LProcController.java,PR0223_LProcController.java,pr223ExamLDeleteTranProcService
/src/main/java/com/wti/admin/cmn/proc/pr0223/ctrl/PR0223_LProcController.java,PR0223_LProcController.java,pr0223ExamLSaveTranProcService
/src/main/java/com/wti/admin/cmn/proc/pr0250/ctrl/PR0250ProcController.java,PR0250ProcController.java,pr0250NewSaveTranProcService
/src/main/java/com/wti/admin/cmn/proc/pr0250/ctrl/PR0250ProcController.java,PR0250ProcController.java,pr0250NewOkTranProcService
/src/main/java/com/wti/admin/cmn/proc/pr0250/ctrl/PR0250ProcController.java,PR0250ProcController.java,pr0250NewNoFitTranProcService
/src/main/java/com/wti/admin/cmn/proc/pr0250/ctrl/PR0250ProcController.java,PR0250ProcController.java,pr0250ResultExmntSaveTranProcService
/src/main/java/com/wti/admin/cmn/proc/pr0250/ctrl/PR0250ProcController.java,PR0250ProcController.java,pr0250ResultExmntOkTranProcService
/src/main/java/com/wti/admin/cmn/proc/pr0250/ctrl/PR0250ProcController.java,PR0250ProcController.java,pr0250ResultExmntNoFitTranProcService
/src/main/java/com/wti/admin/cmn/proc/pr0250/ctrl/PR0250ProcController.java,PR0250ProcController.java,pr0250ResultComptCancelTranProcService
/src/main/java/com/wti/admin/cmn/proc/pr0250/ctrl/PR0250ProcController.java,PR0250ProcController.java,pr0250NoFit07CancelTranProcService
/src/main/java/com/wti/admin/cmn/proc/pr0260/ctrl/PR0260ProcController.java,PR0260ProcController.java,pr0260ComptCancelBatchProcServie
/src/main/java/com/wti/admin/cmn/proc/pr0260/ctrl/PR0260ProcController.java,PR0260ProcController.java,pr0260PresentnOkBatchProcServie
/src/main/java/com/wti/admin/cmn/proc/pr0260/ctrl/PR0260ProcController.java,PR0260ProcController.java,pr0260PresentnReturnBatchProcServie
/src/main/java/com/wti/admin/cmn/proc/pr0260/ctrl/PR0260ProcController.java,PR0260ProcController.java,pr0260RetrunCancelBatchProcServie
/src/main/java/com/wti/admin/cmn/proc/pr0311/ctrl/PR0311ProcController.java,PR0311ProcController.java,pr0311ComptCancelcomptBatchProcServie
/src/main/java/com/wti/admin/cmn/proc/pr0311/ctrl/PR0311ProcController.java,PR0311ProcController.java,pr0311ExamSaveBatchProcServie
/src/main/java/com/wti/admin/cmn/proc/pr0311/ctrl/PR0311ProcController.java,PR0311ProcController.java,pr0311ExamOkBatchProcServie
/src/main/java/com/wti/admin/cmn/proc/pr0311/ctrl/PR0311ProcController.java,PR0311ProcController.java,pr0311ExamReturnBatchProcServie
/src/main/java/com/wti/admin/cmn/proc/pr0311/ctrl/PR0311ProcController.java,PR0311ProcController.java,pr0311ExamCancelBatchProcServie
/src/main/java/com/wti/admin/cmn/proc/pr0311/ctrl/PR0311ProcController.java,PR0311ProcController.java,pr0311RceptRceptBatchProcServie
/src/main/java/com/wti/admin/cmn/proc/pr0311/ctrl/PR0311ProcController.java,PR0311ProcController.java,pr0311RceptReturnTranProcServie
/src/main/java/com/wti/admin/cmn/proc/pr0900/ctrl/PR0900ProcController.java,PR0900ProcController.java,pr0900AgremExmntReturnBatchProcServie
/src/main/java/com/wti/admin/cmn/proc/pre101/ctrl/PRE101ProcController.java,PRE101ProcController.java,pre101NewSaveTranProcService
/src/main/java/com/wti/admin/cmn/proc/pre101/ctrl/PRE101ProcController.java,PRE101ProcController.java,pre101WritingSaveTranProcService
/src/main/java/com/wti/admin/cmn/proc/pre101/ctrl/PRE101ProcController.java,PRE101ProcController.java,pre101WritingFinishTranProcService
/src/main/java/com/wti/admin/cmn/proc/pre101/ctrl/PRE101ProcController.java,PRE101ProcController.java,pre101ComptRewriteTranProcService
/src/main/java/com/wti/admin/cmn/proc/pre101/ctrl/PRE101ProcController.java,PRE101ProcController.java,pre101WritingDeleteTranProcService
/src/main/java/com/wti/admin/cmn/proc/pre151/ctrl/PRE151ProcController.java,PRE151ProcController.java,pre151ExmntAgreeBatchProcService
/src/main/java/com/wti/admin/cmn/proc/pre151/ctrl/PRE151ProcController.java,PRE151ProcController.java,pre151ExmntRejectBatchProcService
/src/main/java/com/wti/admin/cmn/proc/pre151/ctrl/PRE151ProcController.java,PRE151ProcController.java,pre151ComptCancelBatchProcService
/src/main/java/com/wti/admin/cmn/proc/pre204/ctrl/PRE204ProcController.java,PRE204ProcController.java,pre204ExmntAgreeBatchProcService
/src/main/java/com/wti/admin/cmn/proc/pre204/ctrl/PRE204ProcController.java,PRE204ProcController.java,pre204ExmntRejectBatchProcService
/src/main/java/com/wti/admin/cmn/proc/pre204/ctrl/PRE204ProcController.java,PRE204ProcController.java,pre204ExmntRejectTranProcService
/src/main/java/com/wti/admin/cmn/proc/pre204/ctrl/PRE204ProcController.java,PRE204ProcController.java,pre204ExmntAgreeCancelProcService
/src/main/java/com/wti/admin/cmn/proc/pre204/ctrl/PRE204ProcController.java,PRE204ProcController.java,pre204RejectCancelBatchProcService
/src/main/java/com/wti/admin/cmn/proc/pre204/ctrl/PRE204ProcController.java,PRE204ProcController.java,emailService
/src/main/java/com/wti/admin/cmn/proc/pre206/ctrl/PRE206ProcController.java,PRE206ProcController.java,pre206WritingAgreeBatchProcService
/src/main/java/com/wti/admin/cmn/proc/pre206/ctrl/PRE206ProcController.java,PRE206ProcController.java,pre206WritingCancelBatchProcService
/src/main/java/com/wti/admin/cndept/bdgtAplct/ctrl/CndeptBdgtAplctMngController.java,CndeptBdgtAplctMngController.java,cndeptBdgtAplctUserService
/src/main/java/com/wti/admin/cndept/bdgtAplct/ctrl/CndeptBdgtAplctMngController.java,CndeptBdgtAplctMngController.java,cndeptBdgtAplctMngService
/src/main/java/com/wti/admin/cndept/bizAply/ctrl/CndeptAccnSrvyRegController.java,CndeptAccnSrvyRegController.java,cndeptAccnSrvyRegService
/src/main/java/com/wti/admin/cndept/bizAply/ctrl/CndeptBizAplyInfoController.java,CndeptBizAplyInfoController.java,cndeptBizAplyInfoService
/src/main/java/com/wti/admin/cndept/bizAply/ctrl/CndeptSelEvalRegController.java,CndeptSelEvalRegController.java,cndeptSelEvalRegService
/src/main/java/com/wti/admin/cndept/bizMng/ctrl/CndeptBizArgmInfoController.java,CndeptBizArgmInfoController.java,cndeptBizAgrmInfoService
/src/main/java/com/wti/admin/cndept/bizMng/ctrl/CndeptBizcsEctnMngInfoController.java,CndeptBizcsEctnMngInfoController.java,cndeptBizcsEctnMngInfoService
/src/main/java/com/wti/admin/cndept/bizMng/ctrl/CndeptBizcsExclMngInfoController.java,CndeptBizcsExclMngInfoController.java,cndeptBizcsExclMngInfoService
/src/main/java/com/wti/admin/cndept/bizMng/ctrl/CndeptOtcmEvalRegController.java,CndeptOtcmEvalRegController.java,cndeptOtcmEvalRegService
/src/main/java/com/wti/admin/cndept/bizMng/ctrl/CndeptTrptCnttInqrController.java,CndeptTrptCnttInqrController.java,cndeptTrptCnttInqrService
/src/main/java/com/wti/admin/cndept/bizMng/ctrl/CndeptTrptCnttSttnController.java,CndeptTrptCnttSttnController.java,CndeptTrptCnttSttnService
/src/main/java/com/wti/admin/cndept/gradAcqsStats/ctrl/GradAcqsStatsController.java,GradAcqsStatsController.java,gradAcqsStatsService
/src/main/java/com/wti/admin/cndept/qlfcAcqsStats/ctrl/QlfcAcqsStatsController.java,QlfcAcqsStatsController.java,qlfcAcqsStatsService
/src/main/java/com/wti/admin/cndept/schlMng/ctrl/CndeptSchlMngController.java,CndeptSchlMngController.java,cndeptSchlMngService
/src/main/java/com/wti/admin/cndept/statSttn/ctrl/MdwyTueOcrnSttnController.java,MdwyTueOcrnSttnController.java,MdwyTueOcrnSttnService
/src/main/java/com/wti/admin/cndept/statSttn/ctrl/NewStdnRectSttnController.java,NewStdnRectSttnController.java,NewStdnRectSttnService
/src/main/java/com/wti/admin/cndept/statSttn/ctrl/StdnCtlgController.java,StdnCtlgController.java,StdnCtlgService
/src/main/java/com/wti/admin/cndept/statSttn/ctrl/StdnSttnController.java,StdnSttnController.java,StdnSttnService
/src/main/java/com/wti/admin/cndept/stdnMng/ctrl/CndeptStdnMngController.java,CndeptStdnMngController.java,cndeptStdnMngService
/src/main/java/com/wti/admin/eict/bizAply/ctrl/EictAccnSrvyRegController.java,EictAccnSrvyRegController.java,eictAccnSrvyRegService
/src/main/java/com/wti/admin/eict/bizAply/ctrl/EictBizAplyInfoController.java,EictBizAplyInfoController.java,eictBizAplyInfoService
/src/main/java/com/wti/admin/eict/bizAply/ctrl/EictBizAplyInfoController.java,EictBizAplyInfoController.java,edinspAplyService
/src/main/java/com/wti/admin/eict/bizAply/ctrl/EictBizAplyInfoController.java,EictBizAplyInfoController.java,techoAplyService
/src/main/java/com/wti/admin/eict/bizAply/ctrl/EictBizAplyInfoController.java,EictBizAplyInfoController.java,bizSelSttnService
/src/main/java/com/wti/admin/eict/bizAply/ctrl/EictJoinEnpPopController.java,EictJoinEnpPopController.java,eictJoinEnpPopService
/src/main/java/com/wti/admin/eict/bizAply/ctrl/EictSelEvalRegController.java,EictSelEvalRegController.java,eictSelEvalRegService
/src/main/java/com/wti/admin/eict/bizMng/ctrl/EictBizArgmInfoController.java,EictBizArgmInfoController.java,eictBizAgrmInfoService
/src/main/java/com/wti/admin/eict/bizMng/ctrl/EictBizcsEctnMngInfoController.java,EictBizcsEctnMngInfoController.java,eictBizcsEctnMngInfoService
/src/main/java/com/wti/admin/eict/statSttn/ctrl/AcspPrctController.java,AcspPrctController.java,AcspPrctService
/src/main/java/com/wti/admin/eict/statSttn/ctrl/BizcsController.java,BizcsController.java,BizcsService
/src/main/java/com/wti/admin/eict/statSttn/ctrl/CstmEduController.java,CstmEduController.java,CstmEduService
/src/main/java/com/wti/admin/eict/statSttn/ctrl/EictJobStdnStatController.java,EictJobStdnStatController.java,EictJobStdnStatService
/src/main/java/com/wti/admin/eict/statSttn/ctrl/EictOneAndProjectsStatController.java,EictOneAndProjectsStatController.java,EictOneAndProjectsStatService
/src/main/java/com/wti/admin/eict/statSttn/ctrl/EictPartStdnStatController.java,EictPartStdnStatController.java,EictPartStdnStatService
/src/main/java/com/wti/admin/eict/statSttn/ctrl/EictWorkExpnsStatController.java,EictWorkExpnsStatController.java,EictWorkExpnsStatService
/src/main/java/com/wti/admin/eict/statSttn/ctrl/JoinStdnController.java,JoinStdnController.java,JoinStdnService
/src/main/java/com/wti/admin/eict/statSttn/ctrl/OneTeam_1PrjController.java,OneTeam_1PrjController.java,OneTeam_1PrjService
/src/main/java/com/wti/admin/hssppl/ctrl/HsspplMngController.java,HsspplMngController.java,hsspplMngService
/src/main/java/com/wti/admin/hssppl/ctrl/HsspplMngController.java,HsspplMngController.java,lgnHistMngInqrService
/src/main/java/com/wti/admin/idtcag/bizMng/ctrl/IdtcagAplyAcptSttnController.java,IdtcagAplyAcptSttnController.java,IdtcagAplyAcptSttnService
/src/main/java/com/wti/admin/idtcag/bizMng/ctrl/IdtcagAplyAcptSttnController.java,IdtcagAplyAcptSttnController.java,h3gReqBasInfoService
/src/main/java/com/wti/admin/idtcag/bizMng/ctrl/IdtcagAplyInfo2015Controller.java,IdtcagAplyInfo2015Controller.java,idtcagAplyInfo2015Service
/src/main/java/com/wti/admin/idtcag/bizMng/ctrl/IdtcagAplyInfo2016Controller.java,IdtcagAplyInfo2016Controller.java,idtcagAplyInfo2016Service
/src/main/java/com/wti/admin/idtcag/bizMng/ctrl/IdtcagAplyInfoController.java,IdtcagAplyInfoController.java,idtcagAplyInfoService
